Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
28-02-2022,3:50:44,London,Private - AeroClub,F4764,Domestic,Airbus A320,REG72825,CN504,298,91,4,Crash during landing.,Snow,12,30,Airbus A380,26,Yes,Medium
22-07-1974,16:54:38,Paris,Private - AeroClub,F4956,Domestic,Boeing 747,REG78822,CN650,48,33,8,Bird strike reported.,Snow,9,60,Airbus A380,2,No,Critical
02-06-1988,4:51:50,London,Private - AeroClub,F9486,International,Airbus A320,REG67979,CN173,217,92,20,Mid-air collision.,Clear,21,15,Airbus A380,22,No,High
08-09-1972,1:48:00,New York,Private - AeroClub,F1497,Domestic,Boeing 747,REG31616,CN875,300,10,2,Engine failure mid-air.,Fog,7,15,Cessna 208,2,Yes,Medium
13-09-2001,10:24:43,New York,Cargo Air,F5749,Training,Boeing 747,REG30876,CN187,280,18,19,Mid-air collision.,Snow,31,10,Antonov An-225,17,Yes,Medium
07-10-1985,9:32:39,New York,Commercial - AirFly,F7216,Cargo,F-16 Falcon,REG76472,CN545,240,3,1,Mid-air collision.,Clear,1,45,Cessna 208,29,Yes,Critical
25-12-2000,20:21:05,Tokyo,Cargo Air,F5506,International,Cessna 172,REG59508,CN676,63,30,13,Engine failure mid-air.,Storm,33,5,Cessna 208,12,Yes,High
28-10-1997,5:50:36,Delhi,Private - AeroClub,F1645,Cargo,F-16 Falcon,REG63311,CN312,124,52,19,Mid-air collision.,Snow,30,30,Cessna 208,26,Yes,Medium
14-04-1981,2:03:17,New York,Private - AeroClub,F7417,Training,Airbus A320,REG26287,CN669,271,94,0,Bird strike reported.,Storm,12,30,Antonov An-225,16,Yes,Medium
03-12-2003,22:48:12,Paris,Private - AeroClub,F7548,Training,Wright Flyer,REG30297,CN789,34,18,12,Mid-air collision.,Storm,11,30,Cessna 208,14,No,Medium
10-11-1971,7:56:26,Sydney,Military - U.S. Army,F7033,Cargo,Wright Flyer,REG23643,CN417,129,10,14,Crash during landing.,Fog,19,45,Antonov An-225,6,No,High
27-01-1996,1:11:25,London,Commercial - AirFly,F6569,International,Boeing 747,REG35122,CN986,12,85,2,Crash during takeoff.,Fog,20,15,Cessna 208,28,No,Low
07-04-1990,23:06:23,London,Cargo Air,F9207,International,Boeing 747,REG53457,CN842,69,59,19,Crash during landing.,Storm,3,10,Boeing 737,28,No,Medium
11-05-1988,6:13:48,Tokyo,Military - U.S. Army,F9621,Training,Airbus A320,REG51297,CN825,63,50,7,Engine failure mid-air.,Clear,6,0,Antonov An-225,17,No,Low
03-11-2018,1:38:12,London,Cargo Air,F2497,International,Cessna 172,REG38414,CN237,208,82,10,Engine failure mid-air.,Clear,27,60,Boeing 737,24,Yes,Low
19-04-2015,15:48:20,Delhi,Private - AeroClub,F8564,Cargo,Airbus A320,REG78743,CN108,6,23,6,Crash during landing.,Clear,38,0,Cessna 208,25,No,Low
27-04-2019,4:53:38,Paris,Private - AeroClub,F5004,Cargo,Boeing 747,REG71901,CN752,255,33,9,Mid-air collision.,Clear,27,0,Airbus A380,13,No,High
06-01-1982,1:04:19,Paris,Private - AeroClub,F3018,Training,F-16 Falcon,REG80677,CN399,116,29,12,Mid-air collision.,Fog,22,60,Boeing 737,19,Yes,Critical
21-06-1987,5:52:46,London,Military - U.S. Army,F9287,International,F-16 Falcon,REG41475,CN562,141,42,10,Crash during takeoff.,Clear,6,10,Boeing 737,23,No,Medium
15-08-2016,17:26:47,New York,Commercial - AirFly,F1348,Training,Wright Flyer,REG74536,CN504,220,55,1,Mid-air collision.,Clear,8,45,Airbus A380,14,Yes,Low
24-04-1987,1:33:56,London,Commercial - AirFly,F7399,Cargo,Airbus A320,REG21584,CN937,14,49,4,Crash during takeoff.,Clear,21,45,Airbus A380,4,Yes,Medium
15-10-1992,10:22:03,Delhi,Cargo Air,F4004,Cargo,Airbus A320,REG24257,CN597,249,54,17,Engine failure mid-air.,Snow,14,30,Cessna 208,10,Yes,Low
21-09-1991,9:57:35,New York,Cargo Air,F8330,International,Boeing 747,REG49117,CN343,245,85,17,Mid-air collision.,Rain,27,0,Airbus A380,8,No,Low
16-10-1974,3:42:23,Delhi,Private - AeroClub,F1778,Training,Airbus A320,REG86132,CN824,34,37,9,Mid-air collision.,Rain,2,45,Antonov An-225,9,Yes,Critical
21-08-2023,22:36:39,Sydney,Rescue Ops,F7158,Training,Airbus A320,REG94115,CN719,234,11,16,Bird strike reported.,Rain,35,60,Cessna 208,19,No,Medium
08-03-1983,10:36:06,Tokyo,Private - AeroClub,F9199,Training,Airbus A320,REG91105,CN911,100,22,6,Crash during landing.,Rain,15,,Airbus A380,25,No,Critical
04-08-2020,17:03:26,Paris,Private - AeroClub,F8749,International,Cessna 172,REG93917,CN220,235,97,13,Crash during landing.,Fog,12,45,Airbus A380,10,Yes,Medium
25-03-1999,21:42:38,Tokyo,Military - U.S. Army,F9523,International,Airbus A320,REG12293,CN956,146,0,11,Crash during takeoff.,Clear,10,45,Antonov An-225,11,Yes,Medium
12-06-2006,18:48:22,Paris,Military - U.S. Army,F8113,Training,F-16 Falcon,REG82170,CN491,294,48,11,Crash during takeoff.,Clear,14,0,Antonov An-225,26,No,Low
27-01-1983,6:51:33,Tokyo,Cargo Air,F6518,Domestic,Boeing 747,REG35171,CN895,137,51,17,Engine failure mid-air.,Rain,38,60,Cessna 208,28,No,Low
23-08-1972,5:30:48,London,Private - AeroClub,F1106,Cargo,Airbus A320,REG61206,CN498,33,7,3,Crash during takeoff.,Snow,13,0,Boeing 737,22,Yes,High
15-04-1972,1:04:24,Paris,Private - AeroClub,F5575,Domestic,Boeing 747,REG92557,CN721,38,94,10,Crash during landing.,Fog,27,60,Airbus A380,28,Yes,Critical
20-11-2006,20:09:03,Sydney,Commercial - AirFly,F4612,Training,Boeing 747,REG12204,CN607,226,56,19,Bird strike reported.,Fog,11,0,Antonov An-225,29,Yes,Critical
06-12-2006,21:08:38,London,Commercial - AirFly,F1318,Domestic,Cessna 172,REG91971,CN945,243,49,1,Engine failure mid-air.,Snow,39,0,Cessna 208,1,No,High
10-01-1976,6:12:12,Delhi,Military - U.S. Army,F2461,International,Boeing 747,REG56907,CN832,88,25,11,Crash during takeoff.,Clear,30,30,Boeing 737,15,Yes,Medium
26-09-1984,21:06:05,Paris,Military - U.S. Army,F1007,Cargo,F-16 Falcon,REG38687,CN868,217,30,16,Bird strike reported.,Rain,30,15,Cessna 208,13,Yes,Medium
31-07-1989,14:04:57,Sydney,Cargo Air,F5861,Training,Boeing 747,REG87667,CN150,87,74,10,Crash during landing.,Rain,26,10,Boeing 737,27,Yes,Critical
16-09-1994,9:03:15,Delhi,Military - U.S. Army,F5098,Domestic,Cessna 172,REG71656,CN647,56,18,14,Crash during takeoff.,Snow,11,5,Boeing 737,1,Yes,Low
06-02-2014,18:34:52,London,Private - AeroClub,F4168,Training,Airbus A320,REG65032,CN275,294,69,10,Crash during takeoff.,Snow,29,5,Antonov An-225,28,Yes,Medium
25-04-1980,16:11:34,Sydney,Commercial - AirFly,F7691,Domestic,Boeing 747,REG40003,CN686,231,94,0,Crash during takeoff.,Snow,35,45,Antonov An-225,13,Yes,Critical
29-11-2012,22:03:25,Delhi,Military - U.S. Army,F7636,International,F-16 Falcon,REG57852,CN882,2,48,17,Engine failure mid-air.,Clear,11,5,Airbus A380,21,No,High
14-04-1984,2:25:43,Sydney,Commercial - AirFly,F1243,Training,Airbus A320,REG68626,CN207,136,51,18,Engine failure mid-air.,Clear,34,45,Airbus A380,3,Yes,High
11-12-2020,12:29:48,Paris,Private - AeroClub,F9753,Training,Wright Flyer,REG66355,CN738,278,36,17,Crash during landing.,,9,0,Cessna 208,26,Yes,Medium
26-08-2018,13:46:38,Sydney,Commercial - AirFly,F9312,Training,Wright Flyer,REG49077,CN720,173,94,19,Mid-air collision.,Snow,5,45,Boeing 737,10,No,Critical
16-12-2018,16:29:51,New York,Rescue Ops,F2501,Training,Wright Flyer,REG40838,CN657,206,57,12,Crash during takeoff.,Rain,35,60,Airbus A380,1,No,High
18-02-2004,2:39:04,Sydney,Rescue Ops,F9108,Cargo,Cessna 172,REG81037,CN253,295,55,16,Crash during takeoff.,Rain,9,10,Airbus A380,16,Yes,High
17-01-2017,0:25:41,London,Military - U.S. Army,F7040,Domestic,Boeing 747,REG13918,CN779,185,96,12,Crash during takeoff.,Snow,22,45,Antonov An-225,19,Yes,Low
14-03-1981,5:17:57,Paris,Military - U.S. Army,F6613,Training,Boeing 747,REG42926,CN286,269,50,14,Mid-air collision.,Fog,13,5,Cessna 208,27,No,Medium
16-02-1992,20:08:43,Paris,Cargo Air,F5411,Cargo,Wright Flyer,REG35502,CN659,294,13,10,Crash during takeoff.,Rain,17,0,Cessna 208,6,No,Critical
17-12-1985,10:24:10,Paris,Military - U.S. Army,F7613,International,Wright Flyer,REG55000,CN642,190,13,7,Mid-air collision.,Clear,36,45,Antonov An-225,12,No,Low
05-12-2013,16:16:24,Paris,Commercial - AirFly,F1256,Training,Cessna 172,REG99142,CN394,134,28,0,Engine failure mid-air.,Storm,40,0,Boeing 737,30,Yes,Critical
28-09-2023,15:10:03,London,Cargo Air,F6465,International,Boeing 747,REG14940,CN188,187,26,12,Bird strike reported.,Clear,21,10,Antonov An-225,4,No,High
24-02-1988,3:13:46,London,Commercial - AirFly,F4513,Cargo,Cessna 172,REG78750,CN199,122,54,14,Bird strike reported.,Clear,2,30,Cessna 208,28,Yes,Low
08-06-1995,2:02:49,Tokyo,Military - U.S. Army,F8481,Cargo,Airbus A320,REG79364,CN224,269,60,17,Crash during landing.,Snow,9,60,Antonov An-225,1,No,High
23-08-1981,7:54:32,Paris,Cargo Air,F6706,Cargo,Wright Flyer,REG27937,CN438,286,99,13,Crash during takeoff.,Clear,21,60,Antonov An-225,26,No,Critical
29-01-1995,9:55:10,London,Rescue Ops,F6535,Training,Boeing 747,REG80955,CN747,174,93,18,Crash during takeoff.,Storm,21,60,Cessna 208,6,Yes,High
24-08-1980,2:51:44,Delhi,Commercial - AirFly,F1416,International,F-16 Falcon,REG15164,CN143,80,39,11,Engine failure mid-air.,Snow,15,0,Airbus A380,5,Yes,High
22-06-1998,2:13:00,Tokyo,Commercial - AirFly,F8872,Domestic,Airbus A320,REG36750,CN748,218,71,5,Crash during landing.,Storm,20,10,Antonov An-225,13,No,Medium
27-10-2014,22:59:14,Delhi,Rescue Ops,F8226,Training,Cessna 172,REG29622,CN864,4,16,11,Mid-air collision.,Rain,24,10,Airbus A380,3,Yes,Medium
30-09-2018,3:47:08,London,Private - AeroClub,F3069,International,Airbus A320,REG28771,CN999,4,80,9,Mid-air collision.,Clear,4,15,Boeing 737,29,Yes,Medium
07-04-2007,8:31:10,London,Cargo Air,F8588,Training,F-16 Falcon,REG79797,CN269,242,51,16,Crash during landing.,Fog,12,60,Airbus A380,29,No,Critical
26-08-2011,10:16:47,Tokyo,Cargo Air,F5352,Cargo,Wright Flyer,REG59664,CN258,293,4,10,Engine failure mid-air.,Snow,6,30,Antonov An-225,13,Yes,Low
19-03-2005,1:35:55,London,Rescue Ops,F2981,Cargo,Wright Flyer,REG18299,CN568,111,25,14,Engine failure mid-air.,Snow,38,5,Boeing 737,11,Yes,Medium
04-12-1983,18:36:58,Paris,Military - U.S. Army,F7749,International,F-16 Falcon,REG65980,CN918,168,84,18,Crash during landing.,Storm,16,30,Airbus A380,8,Yes,High
18-08-2002,22:15:50,Paris,Cargo Air,F4329,Training,Airbus A320,REG50378,CN373,214,15,15,Crash during takeoff.,Fog,15,5,Antonov An-225,10,Yes,Low
25-03-2021,10:16:55,Tokyo,Cargo Air,F9161,Domestic,Wright Flyer,REG68566,CN718,299,56,0,Engine failure mid-air.,Snow,12,15,Boeing 737,6,Yes,High
11-02-1992,21:57:38,Delhi,Cargo Air,F9154,Domestic,Wright Flyer,REG74268,CN824,168,17,18,Mid-air collision.,Snow,16,5,Airbus A380,1,Yes,Medium
07-09-2002,12:46:50,Sydney,Private - AeroClub,F9978,International,Wright Flyer,REG14935,CN145,136,97,17,Crash during takeoff.,Snow,30,30,Antonov An-225,12,Yes,High
22-02-2016,11:11:15,Sydney,Cargo Air,F7460,Domestic,F-16 Falcon,REG36475,CN117,143,38,7,Crash during takeoff.,Clear,37,60,Cessna 208,4,No,Low
13-02-2001,5:13:55,Sydney,Cargo Air,F2533,Domestic,Wright Flyer,REG94267,CN691,86,99,18,Bird strike reported.,Clear,6,10,Airbus A380,16,No,Medium
01-02-1975,19:52:12,New York,Cargo Air,F7808,Cargo,F-16 Falcon,REG37579,CN803,256,11,19,Crash during landing.,Rain,26,0,Airbus A380,24,Yes,Low
05-08-1988,5:07:55,Sydney,Rescue Ops,F7719,Cargo,Wright Flyer,REG17012,CN217,46,14,3,Crash during takeoff.,Fog,7,5,Airbus A380,2,Yes,Low
21-01-2010,4:46:21,Sydney,Cargo Air,F8170,International,Wright Flyer,REG91654,CN864,110,4,9,Mid-air collision.,Rain,28,15,Cessna 208,7,Yes,Medium
07-11-2010,20:56:42,Tokyo,Cargo Air,F2697,International,Boeing 747,REG33086,CN202,47,36,0,Mid-air collision.,Fog,34,5,Cessna 208,28,Yes,High
29-01-1982,4:38:18,Delhi,Military - U.S. Army,F1280,International,Boeing 747,REG55871,CN838,195,8,20,Crash during landing.,Rain,37,30,Cessna 208,5,No,Low
20-09-1978,7:29:07,London,Commercial - AirFly,F4125,Cargo,Boeing 747,REG82049,CN434,277,46,12,Bird strike reported.,Rain,14,60,Boeing 737,9,Yes,Medium
20-04-1972,4:30:59,New York,Rescue Ops,F3017,Training,Airbus A320,REG31227,CN590,119,71,15,Bird strike reported.,Clear,11,30,Boeing 737,15,Yes,Critical
27-03-2008,18:01:26,London,Military - U.S. Army,F3072,Training,Airbus A320,REG95209,CN209,176,40,8,Engine failure mid-air.,Clear,15,45,Cessna 208,2,Yes,Low
09-03-1981,0:39:23,Delhi,Rescue Ops,F8396,Training,Cessna 172,REG50404,CN737,34,47,14,Mid-air collision.,Storm,24,10,Antonov An-225,27,Yes,Medium
17-07-1992,15:53:06,London,Commercial - AirFly,F8565,Cargo,F-16 Falcon,REG24491,CN145,285,7,3,Mid-air collision.,Clear,3,5,Boeing 737,26,No,Medium
03-01-1979,14:25:17,New York,Rescue Ops,F3652,Cargo,Airbus A320,REG15586,CN657,7,66,3,Bird strike reported.,Fog,7,5,Boeing 737,28,Yes,High
16-06-1975,14:05:12,Paris,Private - AeroClub,F7694,Cargo,F-16 Falcon,REG42309,CN155,237,91,7,Bird strike reported.,Clear,4,60,Cessna 208,12,No,Critical
08-12-1996,6:51:25,London,Private - AeroClub,F4220,Domestic,F-16 Falcon,REG84072,CN545,94,44,17,Mid-air collision.,Storm,29,15,Antonov An-225,20,No,Critical
30-08-1972,6:07:35,New York,Commercial - AirFly,F4259,International,Airbus A320,REG62766,CN260,226,32,13,Crash during takeoff.,Fog,10,0,Cessna 208,19,Yes,Medium
27-05-1982,22:54:30,New York,Private - AeroClub,F1943,Training,Cessna 172,REG64369,CN535,52,39,10,Mid-air collision.,Clear,5,60,Boeing 737,2,No,Critical
06-12-2011,3:58:16,New York,Private - AeroClub,F5303,International,Airbus A320,REG82356,CN169,289,96,20,Bird strike reported.,Snow,1,10,Airbus A380,22,Yes,High
11-06-1985,1:16:39,Paris,Cargo Air,F1620,Training,Airbus A320,REG75130,CN504,271,63,20,Engine failure mid-air.,Clear,13,15,Antonov An-225,22,Yes,Critical
16-04-2004,19:35:47,Tokyo,Private - AeroClub,F7731,Cargo,F-16 Falcon,REG29456,CN321,249,36,1,Crash during takeoff.,Fog,37,10,Airbus A380,8,Yes,High
13-03-2009,5:13:47,Sydney,Cargo Air,F5736,Domestic,Airbus A320,REG68467,CN926,8,8,8,Engine failure mid-air.,Fog,9,0,Airbus A380,15,Yes,Critical
30-06-2018,5:06:05,Delhi,Private - AeroClub,F3594,Domestic,Boeing 747,REG22462,CN970,280,10,7,Bird strike reported.,Snow,37,30,Antonov An-225,29,Yes,Low
29-06-1977,14:01:46,Paris,Cargo Air,F5747,Domestic,F-16 Falcon,REG81646,CN508,134,38,17,Engine failure mid-air.,Rain,8,15,Cessna 208,17,Yes,Critical
22-06-2015,11:28:59,New York,Cargo Air,F3827,Domestic,F-16 Falcon,REG44013,CN653,24,53,15,Bird strike reported.,Fog,6,60,Airbus A380,27,Yes,Critical
19-07-2020,2:19:38,Delhi,Private - AeroClub,F2376,International,Airbus A320,REG75494,CN790,139,21,19,Crash during takeoff.,Snow,33,5,Antonov An-225,24,No,Critical
28-06-1974,8:02:37,Tokyo,Military - U.S. Army,F2931,Training,F-16 Falcon,REG86149,CN533,58,45,13,Crash during landing.,Fog,36,45,Airbus A380,6,No,High
19-08-2019,17:14:21,Sydney,Rescue Ops,F6800,Domestic,Cessna 172,REG86157,CN917,204,23,9,Crash during landing.,Snow,27,45,Cessna 208,27,No,Critical
21-01-2019,7:46:16,Paris,Rescue Ops,F1419,Training,Cessna 172,REG77069,CN419,78,8,14,Crash during landing.,Rain,36,10,Boeing 737,13,Yes,Medium
25-11-2001,18:48:15,Sydney,Rescue Ops,F5509,International,F-16 Falcon,REG75867,CN687,114,34,17,Crash during takeoff.,Snow,33,5,Boeing 737,29,No,Medium
12-03-1993,12:30:09,Paris,Rescue Ops,F2116,Cargo,F-16 Falcon,REG91689,CN953,33,11,9,Crash during landing.,Rain,8,30,Airbus A380,12,Yes,Medium
20-07-2006,3:14:13,Delhi,Rescue Ops,F1006,Training,Wright Flyer,REG42587,CN144,131,41,17,Mid-air collision.,Clear,26,10,Boeing 737,30,Yes,High
24-12-1994,9:31:09,Tokyo,Private - AeroClub,F2595,Cargo,Boeing 747,REG95234,CN132,99,89,9,Bird strike reported.,Clear,37,15,Antonov An-225,28,Yes,Critical
11-06-2013,23:04:49,Paris,Military - U.S. Army,F5238,Domestic,Airbus A320,REG80915,CN846,2,51,14,Mid-air collision.,Rain,7,10,Boeing 737,15,No,Critical
19-05-2016,3:50:14,Tokyo,Cargo Air,F4026,Cargo,Cessna 172,REG44737,CN659,217,78,17,Mid-air collision.,Rain,38,15,Antonov An-225,10,No,High
06-02-1978,10:21:37,Tokyo,Commercial - AirFly,F1807,Domestic,F-16 Falcon,REG90438,CN238,93,7,15,Bird strike reported.,Rain,25,45,Boeing 737,12,Yes,Low
26-07-2012,2:27:43,Sydney,Private - AeroClub,F4720,Cargo,Wright Flyer,REG65213,CN421,128,52,20,Engine failure mid-air.,Clear,33,30,Cessna 208,11,No,Low
01-01-2004,15:00:03,New York,Cargo Air,F5933,International,Boeing 747,REG79514,CN694,129,22,1,Bird strike reported.,Fog,25,45,Cessna 208,26,No,Critical
20-08-2014,13:03:20,Delhi,Commercial - AirFly,F3651,Domestic,Boeing 747,REG51254,CN533,187,62,14,Bird strike reported.,Snow,2,30,Antonov An-225,26,No,High
20-10-1989,6:50:32,Paris,Private - AeroClub,F7965,International,Wright Flyer,REG58434,CN364,208,48,4,Engine failure mid-air.,Fog,22,45,Cessna 208,2,Yes,Critical
19-12-1999,19:38:22,London,Private - AeroClub,F1150,Cargo,Wright Flyer,REG34476,CN221,90,19,9,Engine failure mid-air.,Fog,28,15,Antonov An-225,10,No,Medium
08-05-1998,19:04:24,New York,Private - AeroClub,F2295,International,Boeing 747,REG23096,CN194,191,64,8,Mid-air collision.,Snow,25,0,Boeing 737,25,Yes,Low
30-07-2012,18:33:25,Delhi,Rescue Ops,F3094,International,F-16 Falcon,REG32660,CN691,184,56,0,Bird strike reported.,Fog,9,45,Antonov An-225,26,No,Medium
17-02-2008,2:09:46,New York,Military - U.S. Army,F1876,International,Airbus A320,REG42929,CN334,246,43,7,Crash during takeoff.,Storm,38,45,Antonov An-225,28,Yes,Critical
17-09-2019,11:52:40,London,Commercial - AirFly,F5337,International,Boeing 747,REG26766,CN226,286,88,7,Mid-air collision.,Storm,17,10,Cessna 208,2,Yes,Critical
30-10-1992,9:41:23,Tokyo,Rescue Ops,F6546,International,Wright Flyer,REG20053,CN214,72,24,4,Crash during takeoff.,Storm,35,30,Antonov An-225,22,Yes,Critical
01-05-2009,12:48:13,London,Commercial - AirFly,F3725,Cargo,Wright Flyer,REG14024,CN296,285,68,12,Engine failure mid-air.,Clear,31,10,Boeing 737,21,Yes,Low
21-09-2004,7:52:02,Tokyo,Commercial - AirFly,F4184,Domestic,Cessna 172,REG89807,CN911,118,41,17,Mid-air collision.,Rain,18,30,Airbus A380,11,Yes,High
23-01-1971,1:54:58,Sydney,Private - AeroClub,F9432,Domestic,Cessna 172,REG67742,CN585,259,36,16,Crash during landing.,Fog,23,5,Cessna 208,9,No,High
22-06-1993,8:27:03,Paris,Military - U.S. Army,F9766,Training,F-16 Falcon,REG72273,CN717,112,57,17,Crash during landing.,Clear,21,5,Boeing 737,5,No,High
06-05-2018,23:24:51,Paris,Cargo Air,F7972,International,Airbus A320,REG17985,CN413,162,61,18,Engine failure mid-air.,Fog,7,10,Antonov An-225,22,Yes,High
23-10-2003,7:02:51,New York,Cargo Air,F9854,Cargo,Boeing 747,REG32941,CN374,68,26,17,Engine failure mid-air.,Snow,29,5,Airbus A380,8,Yes,Medium
11-02-1980,20:42:35,Delhi,Private - AeroClub,F7420,International,Airbus A320,REG37536,CN276,265,65,1,Mid-air collision.,Snow,14,5,Airbus A380,4,Yes,Low
04-05-1971,5:14:11,New York,Private - AeroClub,F2032,Cargo,Cessna 172,REG66881,CN488,59,5,0,Mid-air collision.,Snow,36,60,Antonov An-225,23,No,Low
03-01-1971,17:05:52,Tokyo,Military - U.S. Army,F7105,Cargo,F-16 Falcon,REG47848,CN163,121,70,9,Bird strike reported.,Rain,6,30,Boeing 737,26,No,High
13-10-2007,17:41:08,London,Commercial - AirFly,F6068,Cargo,Airbus A320,REG51470,CN952,51,4,0,Engine failure mid-air.,,30,60,Antonov An-225,30,Yes,Low
15-03-2003,8:21:47,Paris,Rescue Ops,F8168,Domestic,Boeing 747,REG12561,CN805,24,55,13,Crash during takeoff.,Fog,18,0,Boeing 737,1,No,High
31-10-1996,2:45:05,Sydney,Military - U.S. Army,F5623,Domestic,Cessna 172,REG80995,CN431,52,51,19,Mid-air collision.,Storm,40,15,Boeing 737,17,Yes,High
23-05-2020,6:27:26,Paris,Military - U.S. Army,F5820,International,Cessna 172,REG80031,CN843,291,72,19,Crash during takeoff.,Rain,25,30,Antonov An-225,26,Yes,Medium
10-06-2018,13:35:35,Paris,Cargo Air,F2938,Cargo,Airbus A320,REG99407,CN776,249,100,19,Crash during landing.,Storm,2,10,Antonov An-225,6,No,Critical
15-12-1976,18:29:57,Delhi,Private - AeroClub,F4878,International,F-16 Falcon,REG21400,CN235,221,89,11,Crash during takeoff.,Snow,37,30,Airbus A380,13,Yes,High
21-01-1977,17:54:00,Paris,Commercial - AirFly,F3280,Domestic,Cessna 172,REG57344,CN443,262,40,3,Crash during takeoff.,Fog,30,10,Boeing 737,22,Yes,Critical
17-08-1996,12:38:11,New York,Private - AeroClub,F9877,International,Boeing 747,REG22045,CN723,207,17,13,Bird strike reported.,Rain,11,5,Antonov An-225,11,Yes,Critical
16-10-1974,22:56:58,Tokyo,Commercial - AirFly,F5364,International,F-16 Falcon,REG82555,CN454,151,47,15,Crash during landing.,Storm,28,60,Airbus A380,1,Yes,Medium
10-12-2002,15:53:00,Sydney,Cargo Air,F1295,Domestic,F-16 Falcon,REG92853,CN508,113,90,10,Crash during takeoff.,Storm,4,15,Airbus A380,7,Yes,High
02-03-2012,5:32:10,Paris,Cargo Air,F6375,Training,F-16 Falcon,REG17656,CN191,249,66,20,Mid-air collision.,Rain,11,45,Cessna 208,23,No,Medium
31-01-1978,4:26:04,Delhi,Cargo Air,F7113,Domestic,Cessna 172,REG18639,CN160,180,71,20,Crash during landing.,Clear,8,30,Cessna 208,1,Yes,Critical
19-10-1979,21:05:20,London,Rescue Ops,F2324,Domestic,Boeing 747,REG39807,CN936,226,6,18,Engine failure mid-air.,Rain,3,0,Antonov An-225,3,No,High
27-04-1971,0:30:16,Sydney,Private - AeroClub,F9260,Training,Airbus A320,REG52890,CN815,151,29,20,Engine failure mid-air.,Snow,34,15,Antonov An-225,19,Yes,Critical
01-12-2000,4:38:16,Tokyo,Rescue Ops,F2893,Cargo,F-16 Falcon,REG91842,CN912,264,18,15,Engine failure mid-air.,Storm,35,0,Airbus A380,29,Yes,Low
17-02-1993,10:02:09,Tokyo,Cargo Air,F7607,International,Wright Flyer,REG19007,CN579,152,27,11,Crash during takeoff.,Storm,34,60,Airbus A380,11,Yes,Critical
18-07-2017,1:25:55,Tokyo,Cargo Air,F8133,Domestic,Cessna 172,REG68694,CN298,281,28,8,Bird strike reported.,Snow,33,5,Cessna 208,6,No,Medium
29-04-2004,20:54:19,Delhi,Military - U.S. Army,F9850,Domestic,Boeing 747,REG53777,CN154,229,56,8,Crash during landing.,Fog,24,15,Cessna 208,12,Yes,High
16-08-2005,5:13:36,London,Private - AeroClub,F1557,Training,Boeing 747,REG24043,CN143,253,80,9,Crash during landing.,Snow,7,5,Boeing 737,3,Yes,Critical
